3;0;0.112441294;-0.044493843;9.769311
3;0;0.115946405;-0.052796938;9.77339
3;0;0.12751518;-0.045748405;9.768228
3;13;68.6
3;3;-0.0011170107;-0.0016755161;-6.457718E-4
3;0;0.1278408;-0.044024583;9.775181
3;3;-0.0019547688;-0.0012391837;-3.3161257E-4
5;0;0.125437;-0.034294546;9.775037
5;3;-0.0022863813;-4.1887903E-4;-2.0943952E-4
5;0;0.13484144;-0.047797844;9.762875
5;3;-0.0017976891;-8.726646E-5;-1.5707963E-4
7;0;0.1309341;-0.044034157;9.768611
7;3;-0.0015882496;1.7453292E-5;-1.2217305E-4
9;4;5.875;21.1875;-1.75
9;6;-0.27158937;0.004507284;-0.013402752
9;7;0.963243;-0.26826018;-0.014120121;0.0;0.26829702;0.963336;7.463149E-4;0.0;0.013402214
9;0;0.12425907;-0.041438844;9.762673
9;3;-0.0021467549;8.726646E-5;-1.2217305E-4
11;0;0.1189631;-0.04732858;9.775602
11;3;-0.0020594886;-5.061455E-4;-1.2217305E-4
13;0;0.11172303;-0.051283803;9.778916
13;3;-0.0016929694;-7.6794485E-4;1.7453292E-4
15;0;0.10769119;-0.05862921;9.775286
15;3;-0.001553343;-5.410521E-4;6.283185E-4
16;12;-7.52E-4;-0.005678;0.134164;0.990942
16;2;-4.9999997E-4;1.0E-4;-0.048299998
16;1;0.108399995;-0.0295;9.806
17;0;0.115343064;-0.042789172;9.769435
17;3;-5.410521E-4;-1.3962634E-4;1.7453292E-4
19;4;5.1875;21.0625;-1.1875
19;6;-0.24215262;0.0043795696;-0.011805975
19;7;0.970744;-0.23979071;-0.012511373;0.0;0.2398265;0.9708148;0.001420557;0.0;0.011805588
19;0;0.11833102;-0.029649794;9.765298
19;3;1.5707963E-4;0.0;0.0
21;0;0.12601162;-0.026891675;9.777747
21;3;-1.5707963E-4;-2.2689281E-4;2.2689281E-4
23;0;0.12212344;-0.019498378;9.775095
23;3;-6.1086525E-4;-1.7453292E-5;3.3161257E-4
25;0;0.114806764;-0.015658079;9.771484
25;3;-0.0011170107;5.235988E-5;6.806784E-4
25;12;-7.62E-4;-0.005669;0.126696;0.991925
25;2;-4.9999997E-4;0.0093;-0.048299998
25;1;0.108399995;-0.0289;9.806
27;0;0.11269986;-0.0058705825;9.772509
27;3;-0.0016231562;-2.0943952E-4;0.0011519173
29;4;5.0625;20.875;-0.8125
29;6;-0.23833525;6.0068426E-4;-0.011531825
29;7;0.97166604;-0.23608522;-0.011347403;0.0;0.2360763;0.97173214;-0.0021387683;0.0;0.011531568
29;0;0.10516292;-0.011884817;9.771014
29;3;-0.0012042772;0.0;0.0010297443
31;0;0.096658714;-0.02138501;9.771638
31;3;-4.0142573E-4;6.981317E-5;9.773844E-4
31;12;-5.45E-4;-0.005459;0.12378;0.992294
31;2;-0.0166;0.023799999;-0.038599998
32;1;0.104899995;-0.023799999;9.806
33;0;0.10525868;-0.028443117;9.768717
33;3;2.0943952E-4;-2.0943952E-4;6.283185E-4
35;0;0.11236468;-0.03380613;9.75709
35;3;-1.3962634E-4;-3.1415926E-4;1.7453292E-4
37;0;0.1154101;-0.03016694;9.764531
37;3;-9.250245E-4;-5.235988E-5;0.0
39;4;5.125;20.75;-0.75
39;6;-0.24255316;0.0030892151;-0.0118187675
39;7;0.9706513;-0.24018069;-0.012214461;0.0;0.24020049;0.9707233;1.5998585E-4;0.0;0.011818436
39;0;0.10454042;-0.015160085;9.7792225
39;3;-0.0012391837;3.4906585E-5;2.2689281E-4
41;0;0.10134177;-0.013110648;9.778275
41;3;-0.0010471975;8.726646E-5;0.0012740904
41;12;-2.72E-4;-0.0051969998;0.122998;0.992393
42;2;-0.0123;0.0175;-0.0288
42;1;0.100499995;-0.0175;9.8061
43;0;0.09655337;-0.026460717;9.771915
