5;0;-3.031152;8.935433;2.5666625
5;5;980.30273
5;13;33.0
5;12;0.499155;-0.153682;-0.511925;0.682024
5;2;-0.07513118;0.7153158;-1.8899915
5;1;-2.9560208;8.220118;4.456654
5;0;-3.031152;8.935433;2.5666625
14;13;32.0
14;12;0.498435;-0.190082;-0.519331;0.667626
14;2;-0.44319582;0.47261524;-1.6586583
14;1;-2.5879562;8.462818;4.225321
14;0;-3.031152;8.935433;2.5666625
22;12;0.500223;-0.200966;-0.52042;0.662232
22;2;-0.71273303;-0.42708492;-0.40527272
22;1;-2.4955952;8.548465;4.1068215
22;0;-3.2083282;8.12138;3.7015488
32;12;0.498656;-0.201479;-0.520659;0.663069
32;2;-0.60946393;-0.5025034;0.46593046
32;1;-2.4719677;8.542479;4.1334715
32;0;-3.0814316;8.039975;4.599402
42;12;0.497037;-0.202216;-0.521;0.663792
42;2;-0.38133216;-0.6410322;1.1512475
42;1;-2.4463065;8.537351;4.159254
42;0;-2.8276386;7.8963184;5.3105016
52;12;0.495837;-0.202754;-0.520997;0.664527
52;2;-0.19524908;-0.53030014;1.3213005
52;1;-2.4240875;8.534361;4.1783485
52;0;-2.6193366;8.004061;5.499649
65;12;0.495181;-0.202959;-0.520493;0.665348
65;2;-0.17208457;-0.19461346;1.362855
65;1;-2.4065495;8.533873;4.1894684
65;0;-2.578634;8.339259;5.5523233
73;12;0.495027;-0.202689;-0.51958;0.666258
73;2;-0.06529546;-0.33392143;1.2260313
73;1;-2.396019;8.534312;4.194607
73;0;-2.4613144;8.200391;5.420638
82;12;0.495288;-0.202098;-0.518435;0.667135
82;2;-0.035992146;-0.36402225;1.1545806
82;1;-2.3918025;8.535682;4.194229
82;0;-2.4277947;8.171659;5.3488097
92;12;0.495893;-0.20133;-0.517219;0.667861
92;2;-0.0464561;-0.36878204;0.8107004
92;1;-2.3933098;8.538048;4.188545
92;0;-2.439766;8.169266;4.9992456
100;5;980.33203
101;12;0.496729;-0.200399;-0.515884;0.668553
101;2;-0.15882659;-0.30953217;0.604156
101;1;-2.398259;8.541049;4.179605
101;0;-2.5570855;8.231517;4.783761
113;12;0.497662;-0.19935;-0.514524;0.669219
113;2;-0.40290833;-0.25247955;0.57342577
113;1;-2.405576;8.543853;4.1696324
113;0;-2.8084843;8.291373;4.743058
122;12;0.498717;-0.198095;-0.512993;0.669982
122;2;-0.4823172;-0.36531258;0.35680342
122;1;-2.4147553;8.54655;4.1587987
122;0;-2.8970726;8.181237;4.515602
133;12;0.499816;-0.196693;-0.51131;0.670862
133;2;-0.28118873;-0.47791862;0.11367798
133;1;-2.424342;8.549019;4.1481314
133;0;-2.7055306;8.0711;4.2618093
142;12;0.500724;-0.195461;-0.509774;0.671713
142;2;-0.20239067;-0.302804;0.066952705
142;1;-2.4313116;8.551081;4.139788
142;0;-2.6337023;8.248277;4.206741
152;12;0.501421;-0.194473;-0.508459;0.672476
152;2;-0.14557481;-0.30938435;-0.044224262
152;1;-2.4354534;8.552873;4.1336455
152;0;-2.5810282;8.243488;4.0894213
162;12;0.50188;-0.193682;-0.507416;0.67315
162;2;-0.18169928;-0.2647314;-0.09388685
162;1;-2.4376373;8.553711;4.1306343
162;4;1.38;-42.239998;-31.199999
162;6;1.4410774;-1.0402718;0.56300783
162;7;0.56588835;0.5017348;-0.6542421;0.0;-0.7789978;0.06545204;-0.6236013;0.0;-0.270061
162;0;-2.6193366;8.28898;4.0367475
172;4;1.1999999;-42.239998;-31.199999
172;6;1.4467148;-1.0448077;0.57558256
172;7;0.5709492;0.49820834;-0.6525378;0.0;-0.77416474;0.062137723;-0.62992704;0.0;-0.27328762
172;12;0.502135;-0.19299;-0.506574;0.673792
172;2;-0.1879313;-0.13984394;-0.024680614
172;1;-2.4385881;8.553326;4.1308618
172;0;-2.6265194;8.413482;4.106181
182;4;1.26;-42.18;-31.439999
182;6;1.4232757;-1.0456986;0.569065
182;7;0.58500654;0.4958526;-0.64179254;0.0;-0.7647233;0.07368374;-0.6401319;0.0;-0.27012143
182;12;0.502062;-0.19247;-0.506145;0.674318
182;2;-0.3747475;0.044691086;0.2692361
182;1;-2.4385254;8.5507555;4.1362295
182;0;-2.813273;8.595447;4.4054656
193;4;1.0799999;-42.54;-31.619999
193;6;1.498712;-1.0244241;0.56831014
193;7;0.5193603;0.5182417;-0.67947805;0.0;-0.80750334;0.037421986;-0.5886747;0.0;-0.2796484
193;12;0.501866;-0.191813;-0.505878;0.674851
193;2;-0.43967772;-0.28084564;0.57407427
193;1;-2.440635;8.545882;4.1450415
193;0;-2.8803127;8.265037;4.7191157
199;5;980.302
202;4;0.9;-42.719997;-31.98
202;6;1.6131513;-0.981233;0.5479951
202;7;0.39649695;0.55549943;-0.73089707;0.0;-0.8711406;-0.023542255;-0.49046892;0.0;-0.28966218
202;12;0.501715;-0.190964;-0.505607;0.675408
202;2;-0.29821682;-0.61008835;0.7466936
202;1;-2.4456222;8.539927;4.154387
202;0;-2.743839;7.929838;4.9010806
212;4;0.9;-42.48;-31.619999
212;6;1.684921;-0.9545075;0.5103693
212;7;0.29667157;0.57425064;-0.7630349;0.0;-0.9122828;-0.06582223;-0.40423688;0.0;-0.28235793
212;12;0.501595;-0.190133;-0.505347;0.675924
212;2;-0.546674;-0.6307025;0.9559994
212;1;-2.450958;8.534204;4.16296
212;0;-2.997632;7.903501;5.1189594
222;4;1.02;-42.54;-31.439999
222;6;1.795209;-0.92693484;0.5297595
222;7;0.20198646;0.5852361;-0.7853027;0.0;-0.93122804;-0.13358447;-0.3390717;0.0;-0.30334118
222;12;0.501661;-0.189211;-0.504783;0.676555
222;2;-0.594362;-0.68401575;1.0557866
222;1;-2.455944;8.530054;4.168521
222;0;-3.050306;7.8460383;5.2243075
232;4;0.59999996;-42.48;-31.439999
232;6;1.8379835;-0.9139652;0.52847326
232;7;0.15713415;0.58894444;-0.79275054;0.0;-0.93836;-0.16121309;-0.30576319;0.0;-0.30787924
232;12;0.502018;-0.188343;-0.503855;0.677225
232;2;-0.43768883;-0.7264247;0.8648443
232;1;-2.4593837;8.5293665;4.1679215
232;0;-2.8970726;7.802942;5.032766
242;4;0.96;-42.18;-31.019999
242;6;1.7879814;-0.93100965;0.5223168
242;7;0.20406795;0.5829989;-0.78642774;0.0;-0.932546;-0.1286478;-0.33735368;0.0;-0.29784903
242;12;0.502535;-0.187648;-0.502803;0.677816
242;2;-0.28505254;-0.52965355;0.66399765
242;1;-2.4611807;8.53132;4.1628604
242;0;-2.7462332;8.001666;4.826858
253;4;1.1999999;-42.6;-31.199999
253;6;1.6762921;-0.9640872;0.51727444
253;7;0.31247437;0.5669971;-0.76215094;0.0;-0.90711695;-0.060038656;-0.41657436;0.0;-0.28195497
253;12;0.503294;-0.187007;-0.501453;0.678429
253;2;-0.17448401;-0.34297943;0.18582869
253;1;-2.4616125;8.536188;4.1525974
253;0;-2.6360965;8.193209;4.338426
253;3;0.12842159;0.10030041;0.06261063
254;3;0.12842159;0.10030041;0.06261063
254;3;0.12964332;0.08991569;0.06016717
256;3;0.12719986;0.067313686;0.05589112
259;3;0.12536727;0.042268213;0.049782462
262;4;1.1999999;-42.54;-31.74
262;6;1.4944642;-1.0160898;0.5460006
262;7;0.50529647;0.5251602;-0.68474984;0.0;-0.8184585;0.04016465;-0.5731602;0.0;-0.27349812
262;12;0.504134;-0.186551;-0.500137;0.678902
262;2;-0.10546374;-0.12686539;-0.011610985
262;1;-2.4611988;8.542742;4.139341
262;0;-2.5666625;8.415876;4.12773
262;3;0.123534665;0.022720521;0.040008616
263;3;0.123534665;0.014168409;0.03634343
265;3;0.12536727;-0.002324953;0.024126124
267;3;0.12231293;-0.01820745;0.017406605
269;3;0.11986948;-0.020650912;0.014352279
272;4;1.38;-42.0;-31.5
272;6;1.3922906;-1.0470426;0.5563019
272;7;0.6007831;0.49218723;-0.62992966;0.0;-0.7545285;0.0888035;-0.65023136;0.0;-0.2640956
272;12;0.504742;-0.186354;-0.499167;0.679219
272;2;-0.3590362;0.06370735;0.0061626434
272;1;-2.4590251;8.548499;4.12875
272;0;-2.8180614;8.612206;4.1349125
272;3;0.11559342;-0.031035619;0.006411031
273;3;0.1107065;-0.03775514;0.0027458393
275;3;0.10337611;-0.044474654;9.132435E-4
277;3;0.09848919;-0.044474654;9.132435E-4
279;3;0.08810449;-0.04203119;0.0051893
282;4;1.14;-42.059998;-31.5
282;6;1.4563161;-1.0444468;0.59822124
282;7;0.5781517;0.4990918;-0.6454828;0.0;-0.76530564;0.05738704;-0.6411037;0.0;-0.28292724
